Airlines,Altitude (feet),Altitude (meters),Bearing,City,Code,Country,Distance,East,Elev ft.,IATA,Kind,Lat,Lat (DMS),Latitude,Long,Long (DMS),Longitude,Name,Nearby Cities and Towns,North,Pop est,Region,South,Time zone (est),Title,West,What
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,7.71,,,5.30,,,Are,,,15552,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.71,,,5.30,,,Are-Ekiti,,,15552,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.79,,,5.30,,,Arigidi,,,43676,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.51,,,5.01,,,Awgawtun,,,84326,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.71,,,5.16,,,Awo Ekiti,,,49060,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.99,,,5.12,,,Awtun,,,84569,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.80,,,5.22,,,Aye,,,27080,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.95,,,5.23,,,Aye,,,81703,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.68,,,5.30,,,Aye,,,21908,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.80,,,5.22,,,Aye Ekiti,,,27080,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.52,,,5.46,,,Ayo Ajegunle,,,31298,Ekiti,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,7.86,,,5.50,,,Bolorunduro,,,22797,Ekiti,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,7.96,,,5.26,,,Eda-Oniyo,,,60843,Ekiti,,,,,city
,,,,,,Nigeria,,,1971,,,7.66,,,4.92,,,Effon Alaiye,,,62728,Ekiti,,,,,city
,,,,,,Nigeria,,,1971,,,7.66,,,4.92,,,Effon-Alaiye,,,62728,Ekiti,,,,,city
,,,,,,Nigeria,,,1971,,,7.66,,,4.92,,,Efon,,,62728,Ekiti,,,,,city
,,,,,,Nigeria,,,1971,,,7.66,,,4.92,,,Efon Alaaye-Ekiti,,,62728,Ekiti,,,,,city
,,,,,,Nigeria,,,1971,,,7.66,,,4.92,,,Efon-Alaaye,,,62728,Ekiti,,,,,city
,,,,,,Nigeria,,,1971,,,7.66,,,4.92,,,Efon-Alaiye,,,62728,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.60,,,5.61,,,Egbe,,,16743,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.80,,,5.36,,,Egosi,,,46196,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.96,,,5.37,,,Elemosho,,,42193,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.63,,,5.29,,,Emirin,,,68288,Ekiti,,,,,city
,,,,,,Nigeria,,,1181,,,7.44,,,5.46,,,Emure,,,72468,Ekiti,,,,,city
,,,,,,Nigeria,,,1181,,,7.44,,,5.46,,,Emure-Ekiti,,,72468,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.79,,,5.12,,,Epe,,,161959,Ekiti,,,,,city
,,,,,,Nigeria,,,1725,,,7.98,,,5.10,,,Epe,,,81660,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.61,,,5.28,,,Erifun,,,107215,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.61,,,5.26,,,Erifun,,,147868,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.61,,,5.29,,,Erifun,,,79591,Ekiti,,,,,city
,,,,,,Nigeria,,,1781,,,7.61,,,5.01,,,Erijiyan,,,205198,Ekiti,,,,,city
,,,,,,Nigeria,,,1781,,,7.61,,,5.01,,,Erinjiyan,,,205198,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.73,,,5.01,,,Erio,,,13112,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.54,,,5.13,,,Esimu,,,55489,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.76,,,5.22,,,Esure,,,26764,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.93,,,5.18,,,Ewu,,,72789,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.73,,,5.18,,,Eyio Ekiti,,,56307,Ekiti,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,7.98,,,5.16,,,Gogo,,,94995,Ekiti,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,7.65,,,5.33,,,Ibogun,,,12570,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.83,,,5.09,,,Idao-Ekiti,,,183273,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.85,,,5.18,,,Iddo,,,26340,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.85,,,5.18,,,Iddo-Ekiti,,,26340,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.57,,,5.27,,,Idemo-Oko,,,67470,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.85,,,5.18,,,Ido,,,26340,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.85,,,5.18,,,Ido-Ekiti,,,26340,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.79,,,5.25,,,Ifaki,,,28611,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.79,,,5.21,,,Ifishin,,,24062,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.79,,,5.21,,,Ifisin,,,24062,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.50,,,5.06,,,Igbara-Odo,,,60812,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.50,,,5.06,,,Igbarra-Odo,,,60812,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.67,,,5.13,,,Igbede,,,20659,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.68,,,5.39,,,Igbemo-Ekiti,,,15195,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.68,,,5.39,,,Igbimo,,,15195,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.58,,,5.17,,,Igbo-Aso,,,61166,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.60,,,5.31,,,Igbodogi,,,40548,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.65,,,5.33,,,Igbogun,,,12570,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.80,,,5.18,,,Igbole,,,25172,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.67,,,5.13,,,Igede,,,20659,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.67,,,5.13,,,Igede-Ekiti,,,20659,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.73,,,5.18,,,Igin,,,56307,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.55,,,5.26,,,Igirigiri,,,59874,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.98,,,5.16,,,Igogo,,,94995,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.62,,,5.39,,,Ijan,,,12122,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.62,,,5.39,,,Ijan-Ekiti,,,12122,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.82,,,5.07,,,Ijero,,,180112,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.82,,,5.07,,,Ijero-Ekiti,,,180112,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.71,,,5.50,,,Ijesha-Ishu,,,18963,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.96,,,5.22,,,Ijesha-Iye,,,83517,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.89,,,5.11,,,Ijurin,,,58672,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.50,,,5.23,,,Ikare,,,69893,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.50,,,5.23,,,Ikere,,,69893,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.50,,,5.23,,,Ikere-Ekiti,,,69893,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.50,,,5.23,,,Ikerre,,,69893,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.79,,,5.51,,,Ikole,,,22797,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.79,,,5.51,,,Ikole-Ekiti,,,22797,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.84,,,5.04,,,Ikoro,,,66985,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.99,,,5.18,,,Ikosu,,,88317,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,8.00,,,5.20,,,Ikun,,,76561,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.60,,,5.10,,,Ilae,,,39821,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.92,,,5.33,,,Ilafon-Isan,,,50950,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.60,,,5.10,,,Ilawe,,,39821,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.60,,,5.10,,,Ilawe-Ekiti,,,39821,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.96,,,5.37,,,Ilemeso Ekiti,,,42193,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.69,,,5.31,,,Ilemiya,,,12463,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.86,,,5.16,,,Ilogbo,,,67955,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.69,,,5.26,,,Ilokun,,,87839,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.86,,,5.09,,,Ilokuno,,,153047,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.90,,,5.11,,,Iloro,,,41980,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.64,,,5.42,,,Ilu-Omoba,,,11663,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.57,,,5.41,,,Ilupeju,,,12012,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.85,,,5.35,,,Imojo,,,50964,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.84,,,5.11,,,Inu,,,155463,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.89,,,5.58,,,Ipawo,,,20359,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.91,,,5.25,,,Ipere,,,62110,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.94,,,5.25,,,Iporo,,,68739,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.94,,,5.25,,,Iporo-Ekiti,,,68739,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.87,,,5.08,,,Ipoti,,,93090,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.74,,,5.40,,,Ire,,,26999,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.74,,,5.40,,,Ire-Ekiti,,,26999,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.61,,,5.26,,,Ireje,,,147868,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.60,,,5.25,,,Ireje,,,138958,Ekiti,,,,,city
,,,,,,Nigeria,,,1774,,,8.00,,,5.10,,,Iro,,,76240,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.83,,,5.10,,,Iroko,,,178116,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.76,,,5.16,,,Iropora,,,27873,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.92,,,5.32,,,Isan-Ekiti,,,49887,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.46,,,5.42,,,Ise,,,115987,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.46,,,5.42,,,Ise-Ekiti,,,115987,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.92,,,5.32,,,Ishan,,,49887,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.85,,,5.11,,,Isia,,,155463,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.68,,,5.29,,,Iso,,,35719,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.60,,,5.24,,,Ita-Eku,,,168271,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.88,,,5.34,,,Itaji,,,51107,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.82,,,5.38,,,Itapa,,,42509,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.82,,,5.38,,,Itapa-Ekiti,,,42509,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.93,,,5.48,,,Itapaji,,,22952,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.93,,,5.48,,,Itapalu,,,22952,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.73,,,5.26,,,Iworoko,,,19406,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.92,,,5.15,,,Iyapa,,,56960,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.95,,,5.23,,,Iye,,,81703,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.94,,,5.25,,,Iye,,,68739,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.95,,,5.23,,,Iye-Ekiti,,,81703,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.66,,,5.16,,,Iyin-Ekiti,,,80410,Ekiti,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,7.58,,,5.37,,,Kajola,,,12400,Ekiti,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,7.56,,,5.58,,,Lasigidi,,,12931,Ekiti,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,7.65,,,5.55,,,Ode,,,11719,Ekiti,,,,,city
,,,,,,Nigeria,,,1833,,,7.94,,,5.03,,,Ode Oke,,,38346,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.65,,,5.55,,,Ode-Ekiti,,,11719,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.61,,,5.13,,,Odo,,,28924,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.81,,,5.51,,,Odo Ara,,,22797,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.88,,,5.07,,,Odo Erin,,,44340,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.82,,,5.58,,,Odo Igbirro,,,22788,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.81,,,5.51,,,Odo Oro,,,22797,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.57,,,5.27,,,Odo-Asa,,,80112,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.88,,,5.07,,,Odo-Ehin,,,44340,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.82,,,5.58,,,Odo-Igbira,,,22788,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.88,,,5.07,,,Odo-Owa,,,44340,Ekiti,,,,,city
,,,,,,Nigeria,,,1850,,,7.96,,,5.05,,,Ofale,,,56048,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.67,,,5.24,,,Ofin,,,139801,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.46,,,5.33,,,Ogbesse-Ise,,,18091,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.51,,,5.01,,,Ogotun,,,84326,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.81,,,5.56,,,Oke Igbira,,,22797,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.79,,,5.00,,,Oke-Atan,,,26284,Ekiti,,,,,city
,,,,,,Nigeria,,,1827,,,7.95,,,5.05,,,Oke-Igi,,,53391,Ekiti,,,,,city
,,,,,,Nigeria,,,1833,,,7.94,,,5.03,,,Oke-Ode,,,38346,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.47,,,5.29,,,Oko-Aso,,,26001,Ekiti,,,,,city
,,,,,,Nigeria,,,1807,,,7.92,,,5.02,,,Oko-Esinkin,,,23067,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.49,,,5.29,,,Oko-Oisa,,,39126,Ekiti,,,,,city
,,,,,,Nigeria,,,1870,,,7.94,,,5.02,,,Oladimeji,,,31551,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.80,,,5.01,,,Olugere,,,26284,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.58,,,5.26,,,Omi-Eku,,,109063,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.59,,,5.26,,,Omi-Oloko,,,138958,Ekiti,,,,,city
,,,,,,Nigeria,,,1856,,,7.94,,,5.03,,,Omolewa,,,38346,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.86,,,5.40,,,Omu Ijebu,,,40171,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.88,,,5.41,,,Omu-Ekiti,,,36336,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.86,,,5.40,,,Omu-Ijelu,,,40171,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.89,,,5.41,,,Omu-Titun,,,38901,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.76,,,5.72,,,Omuo,,,12043,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.76,,,5.72,,,Omuo-Ekiti,,,12043,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.76,,,5.72,,,Omuo-Kota,,,12043,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.82,,,5.22,,,Ora,,,29653,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.83,,,5.24,,,Orin,,,35311,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.90,,,5.11,,,Oro,,,41980,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.62,,,5.14,,,Orunro,,,30707,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.79,,,5.16,,,Osi,,,76003,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.79,,,5.16,,,Osi Ekiti,,,76003,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.80,,,5.42,,,Osin-Ikole,,,29029,Ekiti,,,,,city
,,,,,,Nigeria,,,1732,,,7.98,,,5.09,,,Osun,,,81660,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.99,,,5.12,,,Otun,,,84569,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.99,,,5.12,,,Otun-Ekiti,,,84569,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.83,,,5.24,,,Ovin,,,35311,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.80,,,5.33,,,Oye,,,49575,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.80,,,5.33,,,Oye-Ekiti,,,49575,Ekiti,,,,,city
,,,,,,Nigeria,,,1755,,,7.91,,,5.03,,,Oyi-Alabari,,,26052,Ekiti,,,,,city
,,,,,,Nigeria,,,1784,,,7.91,,,5.03,,,Oyi-Kaka,,,29604,Ekiti,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,7.58,,,5.40,,,Panu,,,12044,Ekiti,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,7.51,,,5.46,,,Sawo,,,40997,Ekiti,,,,,city
,,,,,,Nigeria,,,1761,,,7.94,,,5.05,,,Suru Lere,,,46534,Ekiti,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,7.55,,,5.27,,,Uro-Elemo,,,50429,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.87,,,5.18,,,Ushi,,,34424,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.87,,,5.18,,,Usi,,,34424,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.80,,,5.42,,,Usin,,,29029,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.66,,,5.16,,,Uyin,,,80410,Ekiti,,,,,city
,,,,,,Nigeria,,,1669,,,7.68,,,5.20,,,Uyin,,,127573,Ekiti,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,925,,,10.85,,,11.48,,,Abba,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,967,,,10.85,,,11.34,,,Abba Isari,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.37,,,10.99,,,Abba Nunami,,,8484,Gombe,,,,,city
,,,,,,Nigeria,,,1187,,,10.31,,,11.18,,,Acowa,,,227713,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.29,,,10.97,,,Akko,,,14665,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.29,,,10.97,,,Ako,,,14665,Gombe,,,,,city
,,,,,,Nigeria,,,1059,,,11.09,,,11.20,,,Alhaji,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1118,,,11.13,,,11.28,,,Amah Juli,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.55,,,11.01,,,Anchau,,,4999,Gombe,,,,,city
,,,,,,Nigeria,,,1033,,,10.26,,,11.30,,,Ardo Salato,,,14602,Gombe,,,,,city
,,,,,,Nigeria,,,921,,,10.83,,,11.51,,,Ashaka,,,8647,Gombe,,,,,city
,,,,,,Nigeria,,,984,,,10.48,,,11.29,,,Azume,,,2682,Gombe,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,11.23,,,11.17,,,Babanana,,,8181,Gombe,,,,,city
,,,,,,Nigeria,,,990,,,10.05,,,10.70,,,Babu,,,9656,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.96,,,11.41,,,Badabdi,,,9052,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.95,,,11.38,,,Bage,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,941,,,10.85,,,11.43,,,Bajoga,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1210,,,11.14,,,11.27,,,Balude,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,11.15,,,11.24,,,Baludi,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1922,,,10.82,,,10.81,,,Baluro,,,6854,Gombe,,,,,city
,,,,,,Nigeria,,,1145,,,11.05,,,11.04,,,Bami,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1811,,,10.74,,,10.96,,,Bana,,,6854,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.36,,,10.98,,,Bandoma,,,9240,Gombe,,,,,city
,,,,,,Nigeria,,,1961,,,10.76,,,10.86,,,Bani Gayi,,,6854,Gombe,,,,,city
,,,,,,Nigeria,,,1148,,,10.37,,,10.73,,,Bara,,,4928,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.37,,,10.99,,,Barde,,,7914,Gombe,,,,,city
,,,,,,Nigeria,,,1751,,,9.88,,,11.23,,,Bare,,,16049,Gombe,,,,,city
,,,,,,Nigeria,,,1030,,,11.10,,,11.24,,,Baruo,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1020,,,11.10,,,11.26,,,Baruo Binde,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1030,,,11.10,,,11.24,,,Baruo Nasarawa,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1030,,,11.10,,,11.24,,,Baruo Nassarawa,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1030,,,11.10,,,11.24,,,Baruwo,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,11.19,,,11.21,,,Basulai,,,8792,Gombe,,,,,city
,,,,,,Nigeria,,,1013,,,10.16,,,11.32,,,Batungo,,,14609,Gombe,,,,,city
,,,,,,Nigeria,,,1020,,,11.10,,,11.26,,,Bauro Bindi,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1069,,,11.06,,,11.15,,,Bege,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.59,,,10.57,,,Beli Kadiyel,,,6757,Gombe,,,,,city
,,,,,,Nigeria,,,1850,,,9.87,,,11.23,,,Biliri,,,15965,Gombe,,,,,city
,,,,,,Nigeria,,,1702,,,9.89,,,11.22,,,Biliri Laushi,,,16231,Gombe,,,,,city
,,,,,,Nigeria,,,1850,,,9.87,,,11.23,,,Billiri,,,15965,Gombe,,,,,city
,,,,,,Nigeria,,,1702,,,9.89,,,11.22,,,Billiri,,,16231,Gombe,,,,,city
,,,,,,Nigeria,,,1135,,,10.91,,,11.29,,,Bir Balawa,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1135,,,10.91,,,11.29,,,Biri Bolawa,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1190,,,10.91,,,11.28,,,Biri Filani,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.72,,,10.81,,,Birni,,,6854,Gombe,,,,,city
,,,,,,Nigeria,,,1738,,,10.06,,,10.98,,,Birniwa,,,15049,Gombe,,,,,city
,,,,,,Nigeria,,,944,,,10.73,,,11.34,,,Bodor,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1217,,,10.85,,,10.59,,,Bogurum,,,7758,Gombe,,,,,city
,,,,,,Nigeria,,,3395,,,9.78,,,11.28,,,Boh,,,14534,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.54,,,11.03,,,Bojude,,,4227,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.41,,,10.96,,,Bokkiru,,,7605,Gombe,,,,,city
,,,,,,Nigeria,,,1184,,,11.01,,,11.12,,,Bolari,,,9089,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.37,,,11.00,,,Bomala,,,7132,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.38,,,10.98,,,Bomala,,,8188,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.61,,,10.70,,,Bomala,,,6854,Gombe,,,,,city
,,,,,,Nigeria,,,990,,,10.05,,,10.70,,,Bubu,,,9656,Gombe,,,,,city
,,,,,,Nigeria,,,1669,,,10.36,,,10.99,,,Bula,,,7711,Gombe,,,,,city
,,,,,,Nigeria,,,1213,,,11.04,,,11.02,,,Bulama,,,9086,Gombe,,,,,city
,,,,,,Nigeria,,,1686,,,10.78,,,10.81,,,Bulbul,,,6854,Gombe,,,,,city
